Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 18,45,"['sides', 'created', 'problem', ',', '”', 'said', 'Rep.', 'Nancy', 'Mace', '(', 'R-S.C.', ')', ',', 'opposed', 'initial', 'House', 'bill', 'McCarthy', 'promised', 'work', 'longer-term', 'efforts', 'cut', 'away', 'nation', '’', '$', '31.4', 'trillion', 'debt', '.']",31,"['Because', 'both', 'this', 'who', 'the', 'until', 'to', 'with', 'her', 'on', 'to', 'at', 'the', 's']",14,0.31,
Sentence 19,12,"['Speaker', ',', 'difficulties', 'come', 'several', 'directions', '.']",7,"['For', 'the', 'those', 'will', 'from']",5,0.42,
Sentence 20,45,"['obviously', ',', 'McCarthy', 'facing', 'pressure', 'right', 'preserve', '$', '4.8', 'trillion', 'deficit', 'reduction', 'included', 'House', 'debt', 'limit', 'proposal', ',', 'Biden', ',', 'left', ',', 'refusing', 'negotiate', 'debt', 'limit', '.']",27,"['Most', 'is', 'from', 'the', 'to', 'the', 'in', 'in', 'the', 'while', 'from', 'the', 'is', 'to', 'on', 'the', 'at', 'all']",18,0.4,
Sentence 21,37,"['president', 'instead', 'wants', 'eliminate', 'threat', 'default', 'standalone', 'issue', ',', 'reserving', 'discussions', 'deficit', 'reduction', 'separate', 'debate', 'future', 'government', 'funding', ',', 'demand', 'action', 'Oct.', '1', '.']",24,"['The', 'to', 'the', 'of', 'as', 'a', 'of', 'for', 'a', 'on', 'which', 'will', 'before']",13,0.35,
Sentence 22,22,"['“', '’', 'happy', 'meet', 'McCarthy', ',', 'whether', 'debt', 'limit', 'gets', 'extended', '.']",12,"['I', 'm', 'to', 'with', 'but', 'not', 'on', 'or', 'not', 'the']",10,0.45,
Sentence 23,12,"['’', 'negotiable', ',', '”', 'Biden', 'said', 'last', 'week', '.']",9,"['That', 's', 'not']",3,0.25,
Sentence 24,32,"['Less', 'evident', 'lingering', 'internal', 'threat', 'facing', 'McCarthy', ',', 'agreed', 'alter', 'House', 'rules', 'January', 'make', 'easier', 'disgruntled', 'rank-and-file', 'lawmakers', 'topple', 'sitting', 'Speaker', '.']",22,"['is', 'the', 'who', 'to', 'in', 'to', 'it', 'for', 'to', 'a']",10,0.31,
Sentence 25,38,"['change', 'could', 'outsized', 'factor', 'debate', 'chamber', 'conservatives', 'pressing', 'McCarthy', 'keep', 'moderate', 'proposals', 'floor', ',', 'could', 'pass', 'help', 'Democrats', '.']",19,"['That', 'be', 'an', 'in', 'the', 'in', 'a', 'where', 'some', 'are', 'to', 'any', 'more', 'off', 'the', 'where', 'they', 'with', 'from']",19,0.5,
Sentence 26,27,"['“', '’', 'interested', 'anything', 'coming', 'back', '—', 'anything', 'voted', ',', '”', 'said', 'Rep.', 'Ralph', 'Norman', '(', 'R-S.C.', ')', '.']",19,"['I', 'm', 'not', 'in', 'but', 'what', 'we', 'on']",8,0.3,
Sentence 27,29,"['Republican', 'yet', 'threatened', '“', 'vacate', 'chair', '”', 'McCarthy', 'allow', 'unpopular', 'debt', 'ceiling', 'hike', 'pass', 'floor', 'controls', '.']",17,"['No', 'has', 'to', 'the', 'if', 'were', 'to', 'an', 'to', 'on', 'a', 'he']",12,0.41,
Sentence 28,31,"['prospect', 'hovers', ',', 'lawmakers', 'already', 'predicting', 'one', 'scenario', 'Speaker', 'presented', 'thankless', 'choice', ':', 'saving', 'economy', 'job', '.']",17,"['But', 'the', 'and', 'some', 'are', 'in', 'which', 'the', 'is', 'with', 'a', 'the', 'or', 'his']",14,0.45,
Sentence 29,67,"['“', '’', 'confident', 'conversations', '’', 'enough', '—', 'let', 'pick', 'words', 'carefully', '—', '‘', 'serious', 'Republicans', '’', 'would', 'vote', 'package', 'agreed', 'upon', 'Mitch', 'McConnell', ',', '”', 'Rep.', 'Annie', 'Kuster', '(', 'D-N.H.', ')', ',', 'head', 'New', 'Democrat', 'Coalition', ',', 'told', 'reporters', 'Friday', '.']",41,"['What', 'I', 'm', 'about', 'from', 'the', 'that', 'I', 've', 'had', 'is', 'that', 'there', 'are', 'me', 'my', 'here', 'but', 'who', 'for', 'a', 'that', 'was', 'by', 'of', 'the']",26,0.39,
Sentence 30,37,"['“', 'think', ',', ',', 'Kevin', 'McCarthy', 'may', 'biggest', 'decision', 'tenure.', '”', 'lawmakers', 'lamenting', 'politics', 'devolved', 'point', 'speculation', 'even', 'contemplated', '.']",20,"['And', 'I', 'then', 'have', 'the', 'in', 'his', 'Some', 'are', 'that', 'have', 'to', 'the', 'that', 'such', 'is', 'being']",17,0.46,
Sentence 31,41,"['“', 'fear', 'losing', 'gavel', 'overrides', 'consequences', 'defaulting', 'debt', ',', '’', 'saddest', 'commentary', '’', 'ever', 'heard', 'American', 'politics', ',', '”', 'said', 'Rep.', 'Dean', 'Phillips', '(', 'D-Minn.', ')', '.']",27,"['If', 'the', 'of', 'the', 'the', 'of', 'on', 'our', 'that', 's', 'the', 'I', 've', 'about']",14,0.34,
Sentence 32,41,"['Phillips', ',', 'member', 'moderate', 'Problem', 'Solvers', 'Caucus', ',', 'urging', 'sides', 'come', 'together', 'deficit-reduction', 'plan', ',', 'also', 'supports', 'Biden', '’', 'position', 'divorcing', 'talks', 'debt', 'limit', 'debate', '.']",26,"['a', 'of', 'the', 'is', 'the', 'to', 'on', 'a', 'but', 'he', 's', 'of', 'those', 'from', 'the']",15,0.37,
Sentence 33,14,"['“', 'ceiling', 'negotiable', 'right', ',', '”', 'said', '.']",8,"['The', 'should', 'not', 'be', 'now', 'he']",6,0.43,
Sentence 34,39,"['“', 'negotiation', 'budget.', '”', 'Congress', 'rushes', 'closer', 'June', '1', ',', 'McCarthy', '’', 'allies', 'racing', 'defense', ',', 'noting', 'Speaker', 'repeatedly', 'disproven', 'skeptics', '.']",22,"['But', 'there', 'has', 'to', 'be', 'a', 'on', 'the', 'As', 'to', 's', 'are', 'to', 'his', 'the', 'has', 'the']",17,0.44,
Sentence 35,34,"['“', 'continue', 'hear', ':', 'Speaker', 'McCarthy', '’', 'get', 'done', ',', '’', 'get', 'done', ',', '’', 'even', 'get', 'elected', 'Speaker', '.']",20,"['I', 'just', 'to', 'that', 'can', 't', 'this', 'he', 'can', 't', 'that', 'he', 'can', 't']",14,0.41,
Sentence 36,16,"['think', 'every', 'turn', '’', 'exceeded', 'expectations', ',', '”', 'said', 'Rep', '.']",11,"['And', 'I', 'at', 'he', 's']",5,0.31,
Sentence 37,5,"['Dusty', 'Johnson', '(', 'R-S.D', '.']",5,[],0,0.0,
Sentence 38,9,"[')', ',', 'head', 'Main', 'Street', 'Caucus', '.']",7,"['of', 'the']",2,0.22,
Sentence 39,81,"['“', 'believe', '’', 'going', 'able', 'get', 'strong', 'conservative', 'product', ',', 'president', 'come', 'table', ',', 'ultimately', ',', '’', 'going', 'able', 'get', 'something', 'puts', 'us', 'right', 'direction.', '”', 'Johnson', 'also', 'rejected', 'notion', 'bipartisan', 'debt', 'ceiling', 'bill', 'tougher', 'endeavor', 'Republicans', '’', 'partisan', 'proposal', ',', 'simple', 'reason', 'Democrats', 'would', 'board', '.']",47,"['I', 'he', 's', 'to', 'be', 'to', 'a', 'have', 'the', 'to', 'the', 'and', 'we', 're', 'to', 'be', 'to', 'that', 'in', 'the', 'the', 'that', 'a', 'will', 'be', 'a', 'than', 'the', 'for', 'the', 'that', 'some', 'be', 'on']",34,0.42,
Sentence 40,20,"['“', 'pull', '435', 'members', ',', 'easier', 'get', '218', ',', '”', 'said', '.']",12,"['When', 'you', 'can', 'from', 'it', 'is', 'to', 'he']",8,0.4,
Sentence 41,24,"['conservative', 'Republicans', 'warning', '’', 'oppose', 'anything', '’', 'take', 'aggressive', 'steps', 'toward', 'deficit', 'debt', 'reduction', '.']",15,"['More', 'are', 'that', 'they', 'll', 'that', 'doesn', 't', 'and']",9,0.38,
Sentence 42,53,"['“', '’', 'like', 'see', 'real', 'debt', 'reduction', ',', 'statements', 'like', ',', '‘', '’', 'seeing', 'rate', 'growth', 'decline', 'debt', ',', '’', '”', 'said', 'Rep.', 'Tim', 'Burchett', '(', 'R-Tenn.', ')', ',', 'among', 'four', 'Republicans', 'oppose', 'GOP', 'bill', 'last', 'week', '.']",38,"['I', 'd', 'to', 'not', 'We', 're', 'the', 'of', 'in', 'our', 'who', 'was', 'the', 'to', 'the']",15,0.28,
Sentence 43,14,"['“', '’', 'sucker', '’', 'bet.', '”', 'Mychael', 'Schnell', 'contributed', '.']",10,"['That', 's', 'a', 's']",4,0.29,
Sentence 44,18,"['HILL', '1625', 'K', 'STREET', ',', 'NW', 'SUITE', '900', 'WASHINGTON', 'DC', '20006', '|', '202-628-8500', 'TEL', '|', '202-628-8503', 'FAX']",17,['THE'],1,0.06,
